2.695516934170415269e+00,3.809314751571220903e+00,6.686656908223453044e+00,8.343016666897629108e-01,7.074294663133909644e+00,7.825605844166080516e+00,2.137315151344805209e+00,3.918647743494383384e+00,6.637548710736701274e+00,3.749540351194066368e+00,5.323573660254359297e+00,4.691483329842044192e+00,7.490621015298160934e+00,5.504506065112560798e+00,2.880892814041124961e-01,5.511972939445378472e+00,2.529807745746338377e+00,9.560842395540007033e+00,1.603715579715077055e+00,4.891465913346219274e+00,9.145155189395344664e+00,9.748567751871778597e+00,1.956113912702354130e+00,9.476933277827026103e+00,4.623480846046612580e-01,1.880319871224576112e+00,8.957711996009463107e+00,1.521292003551725225e+00,3.878525129734839982e+00,4.026549507662892324e+00
7.838913863435941209e+00,9.008284279442365872e+00,7.848234955884107578e+00,9.083770836789484271e-01,2.332012783479333606e+00,2.468734528973514308e+00,7.838481737310299735e+00,5.720201025692139840e-01,7.316648673041709294e+00,4.405869343074563460e+00,3.997647898434131264e+00,2.452349762459746785e+00,3.266717289767178123e+00,1.804306158929971371e+00,6.068760204761557198e+00,6.036303456383681265e+00,3.566366560122681051e+00,6.807446785040124126e+00,3.751152564857557437e+00,9.622377979361248279e+00,4.033237748371138132e+00,3.459568710331745400e+00,4.757234720491247515e+00,9.616523354669126444e-01,6.675570082227562096e+00,2.390744757036273871e+00,1.527570701190813507e+00,5.236824411770521159e+00,1.110008743094763606e+00,7.453355807712273240e+00
2.207464126356284417e-01,9.625474469358394458e+00,5.346798691355507671e+00,1.227681200677509521e+00,1.791781792592541667e+00,4.297631067396563864e+00,1.627675052486484697e+00,3.088139947503871774e+00,8.855182477085913106e+00,1.239337446591011194e+00,8.765713891763637911e-01,1.328615496846982102e+00,9.924385915036136652e+00,1.815910152294690771e+00,9.499776177124612531e+00,4.415156673048051594e+00,5.018649361132378139e+00,7.656860253072574451e+00,9.554973485028558144e+00,3.073193131619893492e+00,1.816344128286621062e+00,2.862379710327252802e+00,1.903151217417619057e+00,3.983549323368590578e+00,4.289818719548721404e-01,7.772686469803157472e+00,8.690466171430914599e+00,6.204250787939180611e+00,8.071980707477388606e-02,9.009816974977351123e+00
8.157322373274167759e+00,5.193457288742467703e+00,9.944467751000651834e-01,6.405239194226627575e+00,9.737404121798851619e+00,1.855522582654751673e+00,5.579096120353186805e+00,1.216242759941144058e-01,6.028069570331703098e+00,9.071710395549727579e+00,9.207901619301710028e+00,4.908568739066256903e+00,9.237538731284669069e+00,6.811797273579197842e+00,6.712316196562240211e-01,8.338336519744569131e+00,2.261167065124811693e+00,8.712345690741445381e+00,6.137457553141477007e+00,4.065529832850147685e+00,3.451895798351217515e+00,5.217751445031893809e+00,3.220284056145631624e+00,5.429530270774819201e+00,1.733143362739123505e+00,2.032600897460732359e+00,5.102493909347013634e+00,7.695691312866367539e+00,5.620422566067315273e+00,5.581499986972236371e+00
5.566320204554086715e+00,7.926653258511807465e+00,8.821590104222270412e+00,2.860339948551919864e+00,3.010201768046971704e-01,9.145821565566610190e+00,7.167430610319790674e+00,2.210143260459781267e+00,7.778349155101297541e+00,1.086469747719563950e+00,1.529860762439145816e+00,1.460537818651178599e+00,1.471114076537176629e+00,8.601094132076513077e+00,6.204021564073759265e+00,5.390086633890447843e+00,5.573195101299165621e+00,5.520502864300250501e+00,1.775235325461872460e+00,3.267848617327936189e+00,6.283001542569604858e+00,9.466535007388362288e+00,4.130107633871835660e+00,7.541152191256799142e+00,3.190907396733106971e+00,4.049507973296002206e+00,2.373584883952812863e+00,5.643023718816897016e+00,4.622401904377701598e+00,8.633327563937644555e+00
4.953733446696590548e+00,8.986948097657126766e+00,2.087690859683463351e+00,5.930470174064444322e+00,7.304922536771540909e-01,3.720479354287709040e+00,5.561626775424143077e+00,6.260430221745128421e+00,7.044867215252629933e+00,1.227104082635825932e+00,9.692108981817448843e-01,7.816946628494831018e+00,8.749361397836024068e+00,3.215309781484197771e+00,7.484153774423527139e+00,1.275698466510939433e+00,4.344251747679892972e+00,1.880164332913443204e+00,3.790139145159647782e+00,2.563024443679146280e+00,6.520961032669438495e+00,8.553095837321990302e+00,7.125254716792106535e-01,7.953313299144715742e+00,3.795336665914261776e-01,9.591123115090738338e-01,4.971517337471926368e+00,9.514022175129905889e+00,6.847662891981279643e+00,5.177195470410291378e+00
7.728618821014499041e+00,4.385232219249049379e+00,4.711252814638058339e+00,3.281140398379851497e+00,7.713264864138202892e-01,2.703502779059328009e+00,3.912918535416025634e+00,2.902093416782625113e+00,4.730907276439962672e+00,5.799439544595585971e-01,2.513298912512697214e+00,2.028200907687297772e+00,3.707259205151065551e+00,6.026482454841045389e+00,2.815886134753863068e+00,5.887221064401241932e+00,8.152843275719375171e+00,9.901204468162704941e+00,6.412556185007875165e+00,2.020980944168590199e+00,3.008792575143782955e+00,2.668921405251198919e+00,3.650275813121059088e+00,4.662129459297261747e+00,7.156511300309730039e+00,8.089216481714300855e+00,2.789613047446303007e+00,6.698979184683253152e+00,7.541630874298624221e+00,2.935114013490242257e+00
5.943730567257857089e+00,6.022249055033519483e+00,6.639432681144263881e-01,5.837030870953489270e+00,1.761984659623202498e+00,3.662162686221201113e+00,5.997996450269668323e+00,1.956212027882142657e-01,5.362659799821330786e+00,7.494832874559672398e+00,9.837094840664950546e-01,2.946226312544053538e+00,3.061527790478288935e+00,1.401755356397015317e+00,1.955411600180319009e+00,3.024092198463775638e+00,1.618497110951415685e+00,2.546796479111969269e+00,9.585892726389193541e+00,5.051316017066334929e+00,5.494172724916035477e+00,2.107959354213621239e+00,8.702087742678379811e+00,4.468507120655516474e+00,7.480236727695851684e+00,6.322344701568520797e+00,7.925409707760970868e+00,9.618157681401211079e+00,9.032864805501070293e+00,3.353626149060019657e+00
5.254301752489655364e+00,8.769241243866435553e+00,9.432389906295202131e-01,5.642467855145605338e-01,8.228979172369438544e+00,6.620211899559436119e-01,5.086905805005121906e+00,2.405541024788916182e+00,7.699246482278150339e+00,1.454273739242549768e+00,4.316700621273924732e+00,7.896981156965797943e+00,9.998023766247746025e+00,7.852863975651907857e+00,2.930242091226498147e-01,6.577444378340785214e+00,9.158707074902887157e+00,2.207755429555037452e+00,1.171658562169104467e+00,2.993047756146803628e+00,4.114676947135635920e+00,5.338653434696501776e+00,7.633465176964317145e+00,7.292687339969733173e+00,6.197350735655139609e+00,5.396263373373468397e+00,2.745840873607867660e+00,5.437213870265845905e+00,2.523994077849752493e+00,8.700358080442821773e+00
6.792168365205608627e-01,2.937786895382612506e+00,5.760341367622062947e+00,8.795617485798294055e+00,8.756069076511152627e-01,5.101936497698472905e+00,9.215603182329036969e+00,9.509969583686835648e+00,3.449706835159422891e+00,3.867542475079010167e+00,1.897953025269815130e+00,8.696607518506283441e+00,4.670669729064705678e+00,8.064858835246672797e+00,4.391295428064890594e+00,2.590956199863376774e+00,4.874380990278500470e+00,1.848675755863259385e+00,2.935017128426808952e-01,7.435701634874076760e+00,7.342842124440012164e+00,4.394318472700896372e+00,1.955936001100641031e+00,6.337957775562763629e+00,1.214339331587837023e+00,6.161359591498865029e+00,1.759796297966409462e-02,6.129552635422604645e+00,5.687218940412384960e+00,4.584791048399422309e+00
